mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
225	225	1824	1824	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	2128	-da									
225	225	1827	1827	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	2129	Va									
225	225	1820	1820	0.0	0	0	FiguredBass	4/2	21	1	0											1/4	#	
225	225	1820	1820	4.0	0	0	Chord	4/2	21	1	1	1	1	2130										
225	225	1821	1821	0.0	1/4	1/4	FiguredBass	4/2	21	1	0											1/4	11	
225	225	1822	1822	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/4	11	
225	225	1823	1823	0.0	3/4	3/4	FiguredBass	4/2	21	1	0											1/4	#	
225	225	1824	1824	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
225	225	1824	1824	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	2131										
225	225	1826	1826	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	b	
225	225	1826	1826	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2132										
226	226	1828	1828	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	2133	pur									
226	226	1830	1830	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	2134	ch'og-									
226	226	1831	1831	0.5	3/4	3/4	Chord	4/2	4	1	1/8	1/8	1	2135	-ni									
226	226	3663/2	3663/2	0.5	7/8	7/8	Chord	4/2	4	1	1/8	1/8	1	2136	do-									
226	226	1832	1832	1.5	1	1	Chord	4/2	4	1	3/8	1/4	3/2	2137	-lor									
226	226	3667/2	3667/2	0.5	11/8	11/8	Chord	4/2	4	1	1/8	1/8	1	2138	fi									
226	226	1834	1834	1.5	3/2	3/2	Chord	4/2	4	1	3/8	1/4	3/2	2139	fa									
226	226	3671/2	3671/2	0.5	15/8	15/8	Chord	4/2	4	1	1/8	1/8	1	2140	men-									
226	226	1828	1828	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
226	226	1828	1828	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2141										
226	226	1830	1830	4.0	1/2	1/2	Chord	4/2	21	1	1	1	1	2142										
226	226	1834	1834	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	6	
226	226	1834	1834	1.0	3/2	3/2	Chord	4/2	21	1	1/4	1/4	1	2143										
226	226	1835	1835	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	6	
226	226	1835	1835	1.0	7/4	7/4	Chord	4/2	21	1	1/4	1/4	1	2144										
227	227	1836	1836	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	2145	-gra-									
227	227	1838	1838	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	2146	-ue									
227	227	3681/2	3681/2	0.5	9/8	9/8	Chord	4/2	4	1	1/8	1/8	1	2147	Ou									
227	227	1841	1841	0.5	5/4	5/4	Chord	4/2	4	1	1/8	1/8	1	2148	e									
227	227	3683/2	3683/2	0.5	11/8	11/8	Chord	4/2	4	1	1/8	1/8	1	2149	d'a-									
227	227	1842	1842	1.5	3/2	3/2	Chord	4/2	4	1	3/8	1/4	3/2	2150	-mi-									
227	227	3687/2	3687/2	0.5	15/8	15/8	Chord	4/2	4	1	1/8	1/8	1	2151	-co									
227	227	1836	1836	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	4	
227	227	1836	1836	4.0	0	0	Chord	4/2	21	1	1	1	1	2152										
227	227	1838	1838	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	3	
227	227	1840	1840	4.0	1	1	Chord	4/2	21	1	1	1	1	2153										
228	228	1844	1844	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	2154	fi-									
228	228	1845	1845	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	2155	-do									
228	228	1846	1846	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	2156	Re-									
228	228	1847	1847	0.5	3/4	3/4	Chord	4/2	4	1	1/8	1/8	1	2157	-ca									
228	228	3695/2	3695/2	0.5	7/8	7/8	Chord	4/2	4	1	1/8	1/8	1	2158	con-									
228	228	1848	1848	1.5	1	1	Chord	4/2	4	1	3/8	1/4	3/2	2159	-for-									
228	228	3699/2	3699/2	0.5	11/8	11/8	Chord	4/2	4	1	1/8	1/8	1	2160	-toil									
228	228	1850	1850	0.5	3/2	3/2	Chord	4/2	4	1	1/8	1/8	1	2161	ra-									
228	228	3701/2	3701/2	0.5	13/8	13/8	Chord	4/2	4	1	1/8	1/8	1	2162	-gio-									
228	228	1851	1851	0.75	7/4	7/4	Chord	4/2	4	1	3/16	1/8	3/2	2163	-nar									
228	228	7407/4	7407/4	0.25	31/16	31/16	Chord	4/2	4	1	1/16	1/16	1	2164	fo									
228	228	1844	1844	4.0	0	0	Chord	4/2	21	1	1	1	1	2165										
228	228	1848	1848	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	6	
228	228	1848	1848	4.0	1	1	Chord	4/2	21	1	1	1	1	2166										
228	228	1850	1850	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	5	
229	229	1852	1852	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	2167	a									
229	229	1854	1854	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	2168	ue									
229	229	1856	1856	3.0	1	1	Chord	4/2	7	1	3/4	1/2	3/2	2169	Danque,e									
229	229	1859	1859	0.5	7/4	7/4	Chord	4/2	7	1	1/8	1/8	1	2170	pur									
229	229	3719/2	3719/2	0.5	15/8	15/8	Chord	4/2	7	1	1/8	1/8	1	2171	ver									
229	229	1852	1852	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2172										
229	229	1854	1854	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2173										
229	229	1856	1856	4.0	1	1	Chord	4/2	21	1	1	1	1	2174										
230	230	1860	1860	2.0	0	0	Chord	4/2	7	1	1/2	1/2	1	2175	che									
230	230	3725/2	3725/2	0.5	5/8	5/8	Chord	4/2	7	1	1/8	1/8	1	2176	fco-									
230	230	1863	1863	0.5	3/4	3/4	Chord	4/2	7	1	1/8	1/8	1	2177	-pag-									
230	230	3727/2	3727/2	0.5	7/8	7/8	Chord	4/2	7	1	1/8	1/8	1	2178	-na-									
230	230	1864	1864	1.0	1	1	Chord	4/2	7	1	1/4	1/4	1	2179	-te,									
230	230	1865	1865	1.0	5/4	5/4	Chord	4/2	7	1	1/4	1/4	1	2180	e									
230	230	1866	1866	2.0	3/2	3/2	Chord	4/2	7	1	1/2	1/2	1	2181	fo-									
230	230	1860	1860	4.0	0	0	Chord	4/2	21	1	1	1	1	2182										
230	230	1864	1864	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	2183										
230	230	1866	1866	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2184										
231	231	1868	1868	3.0	0	0	Chord	4/2	7	1	3/4	1/2	3/2	2185	-le									
231	231	1871	1871	1.0	3/4	3/4	Chord	4/2	7	1	1/4	1/4	1	2186	Tor-									
231	231	1872	1872	1.5	1	1	Chord	4/2	7	1	3/8	1/4	3/2	2187	-na									
231	231	3747/2	3747/2	0.5	11/8	11/8	Chord	4/2	7	1	1/8	1/8	1	2188	te,o									
231	231	1874	1874	1.5	3/2	3/2	Chord	4/2	7	1	3/8	1/4	3/2	2189	don									
231	231	3751/2	3751/2	0.5	15/8	15/8	Chord	4/2	7	1	1/8	1/8	1	2190	ne									
231	231	1868	1868	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2191										
231	231	1870	1870	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2192										
231	231	1872	1872	1.0	1	1	Chord	4/2	21	1	1/4	1/4	1	2193										
231	231	1873	1873	0.0	5/4	5/4	FiguredBass	4/2	21	1	0											1/4	#	
231	231	1873	1873	1.0	5/4	5/4	Chord	4/2	21	1	1/4	1/4	1	2194										
231	231	1874	1874	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	7	
231	231	1874	1874	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2195										
231	231	1875	1875	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	6#	
232	232	1876	1876	2.0	0	0	Chord	4/2	7	1	1/2	1/2	1	2196	mie									
232	232	1878	1878	1.0	1/2	1/2	Chord	4/2	7	1	1/4	1/4	1	2197	Sen-									
232	232	1879	1879	0.5	3/4	3/4	Chord	4/2	7	1	1/8	1/8	1	2198	-za									
232	232	3759/2	3759/2	0.5	7/8	7/8	Chord	4/2	7	1	1/8	1/8	1	2199	la									
232	232	1880	1880	0.75	1	1	Chord	4/2	7	1	3/16	1/8	3/2	2200	fcor-									
232	232	7523/4	7523/4	0.25	19/16	19/16	Chord	4/2	7	1	1/16	1/16	1	2201	-ta									
232	232	1881	1881	0.5	5/4	5/4	Chord	4/2	7	1	1/8	1/8	1	2202	di									
232	232	3763/2	3763/2	0.5	11/8	11/8	Chord	4/2	7	1	1/8	1/8	1	2203	quel									
232	232	1882	1882	1.5	3/2	3/2	Chord	4/2	7	1	3/8	1/4	3/2	2204	viu-									
232	232	3767/2	3767/2	0.5	15/8	15/8	Chord	4/2	7	1	1/8	1/8	1	2205	-o									
232	232	1876	1876	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
232	232	1876	1876	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2206										
232	232	1878	1878	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
232	232	1878	1878	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2207										
232	232	1880	1880	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	2208										
232	232	1882	1882	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2209										
233	233	1888	1888	1.0	1	1	Chord	4/2	6	1	1/4	1/4	1	2210	Scon-									
233	233	1889	1889	1.0	5/4	5/4	Chord	4/2	6	1	1/4	1/4	1	2211	-fo-									
233	233	1890	1890	2.0	3/2	3/2	Chord	4/2	6	1	1/2	1/2	1	2212	-la-									
233	233	1884	1884	2.0	0	0	Chord	4/2	7	1	1/2	1/2	1	2213	So-									
233	233	1886	1886	2.0	1/2	1/2	Chord	4/2	7	1	1/2	1/2	1	2214	-le									
233	233	1884	1884	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
233	233	1884	1884	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2215										
233	233	1886	1886	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
233	233	1886	1886	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2216										
233	233	1888	1888	0.0	1	1	FiguredBass	4/2	21	1	0											3/2	#	
233	233	1888	1888	4.0	1	1	Chord	4/2	21	1	1	1	1	2217										
234	234	1892	1892	1.0	0	0	Chord	4/2	6	1	1/4	1/4	1	2218										
234	234	1893	1893	1.0	1/4	1/4	Chord	4/2	6	1	1/4	1/4	1	2219	-ti									
234	234	1894	1894	0.5	1/2	1/2	Chord	4/2	6	1	1/8	1/8	1	2220	de									
234	234	3789/2	3789/2	0.5	5/8	5/8	Chord	4/2	6	1	1/8	1/8	1	2221										
234	234	1895	1895	1.0	3/4	3/4	Chord	4/2	6	1	1/4	1/4	1	2222										
234	234	1896	1896	2.0	1	1	Chord	4/2	6	1	1/2	1/2	1	2223	fir-									
234	234	1898	1898	2.0	3/2	3/2	Chord	4/2	6	1	1/2	1/2	1	2224	-gioi-									
234	234	1892	1892	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2225										
234	234	1894	1894	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2226										
234	234	1896	1896	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
234	234	1896	1896	4.0	1	1	Chord	4/2	21	1	1	1	1	2227										
235	235	1900	1900	1.0	0	0	Chord	4/2	6	1	1/4	1/4	1	2228										
235	235	1901	1901	0.5	1/4	1/4	Chord	4/2	6	1	1/8	1/8	1	2229	-e									
235	235	3803/2	3803/2	0.5	3/8	3/8	Chord	4/2	6	1	1/8	1/8	1	2230	fu-									
235	235	1902	1902	2.0	1/2	1/2	Chord	4/2	6	1	1/2	1/2	1	2231	-ga									
235	235	1904	1904	2.0	1	1	Chord	4/2	6	1	1/2	1/2	1	2232	ci									
235	235	1906	1906	1.0	3/2	3/2	Chord	4/2	6	1	1/4	1/4	1	2233	O									
235	235	1907	1907	1.0	7/4	7/4	Chord	4/2	6	1	1/4	1/4	1	2234	fpe-									
235	235	1900	1900	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	6	
235	235	1900	1900	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2235										
235	235	1902	1902	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
235	235	1902	1902	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2236										
235	235	1904	1904	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
235	235	1904	1904	4.0	1	1	Chord	4/2	21	1	1	1	1	2237										
236	236	1908	1908	2.0	0	0	Chord	4/2	6	1	1/2	1/2	1	2238	-ran-									
236	236	1910	1910	1.5	1/2	1/2	Chord	4/2	6	1	3/8	1/4	3/2	2239	-ze									
236	236	3823/2	3823/2	0.5	7/8	7/8	Chord	4/2	6	1	1/8	1/8	1	2240	fa-									
236	236	1912	1912	2.0	1	1	Chord	4/2	6	1	1/2	1/2	1	2241	-lla									
236	236	1914	1914	2.0	3/2	3/2	Chord	4/2	6	1	1/2	1/2	1	2242	ci									
236	236	1908	1908	4.0	0	0	Chord	4/2	21	1	1	1	1	2243										
236	236	1912	1912	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	4	
236	236	1912	1912	4.0	1	1	Chord	4/2	21	1	1	1	1	2244										
237	237	1919	1919	1.0	3/4	3/4	Chord	4/2	6	1	1/4	1/4	1	2245	E									
237	237	1920	1920	1.5	1	1	Chord	4/2	6	1	3/8	1/4	3/2	2246	chi									
237	237	3843/2	3843/2	0.5	11/8	11/8	Chord	4/2	6	1	1/8	1/8	1	2247	cred-									
237	237	1922	1922	0.75	3/2	3/2	Chord	4/2	6	1	3/16	1/8	3/2	2248	-u-									
237	237	7691/4	7691/4	0.25	27/16	27/16	Chord	4/2	6	1	1/16	1/16	1	2249	-to									
237	237	1923	1923	1.0	7/4	7/4	Chord	4/2	6	1	1/4	1/4	1	2250	hau-									
237	237	1916	1916	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
237	237	1916	1916	4.0	0	0	Chord	4/2	21	1	1	1	1	2251										
237	237	1920	1920	0.0	1	1	FiguredBass	4/2	21	1	0											2	#	
237	237	1920	1920	4.0	1	1	Chord	4/2	21	1	1	1	1	2252										
238	238	1924	1924	1.0	0	0	Chord	4/2	6	1	1/4	1/4	1	2253	-re-									
238	238	1925	1925	0.5	1/4	1/4	Chord	4/2	6	1	1/8	1/8	1	2254	-bbe									
238	238	3851/2	3851/2	0.5	3/8	3/8	Chord	4/2	6	1	1/8	1/8	1	2255	In									
238	238	1926	1926	1.0	1/2	1/2	Chord	4/2	6	1	1/4	1/4	1	2256	fi-									
238	238	1927	1927	0.5	3/4	3/4	Chord	4/2	6	1	1/8	1/8	1	2257	-breue									
238	238	3855/2	3855/2	0.5	7/8	7/8	Chord	4/2	6	1	1/8	1/8	1	2258	mo-									
238	238	1928	1928	2.0	1	1	Chord	4/2	6	1	1/2	1/2	1	2259	-men									
238	238	1930	1930	0.5	3/2	3/2	Chord	4/2	6	1	1/8	1/8	1	2260	to									
238	238	3861/2	3861/2	0.5	13/8	13/8	Chord	4/2	6	1	1/8	1/8	1	2261	Ve-									
238	238	1931	1931	0.5	7/4	7/4	Chord	4/2	6	1	1/8	1/8	1	2262	-der									
238	238	3863/2	3863/2	0.5	15/8	15/8	Chord	4/2	6	1	1/8	1/8	1	2263	il									
238	238	1924	1924	4.0	0	0	Chord	4/2	21	1	1	1	1	2264										
238	238	1928	1928	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
238	238	1928	1928	4.0	1	1	Chord	4/2	21	1	1	1	1	2265										
239	239	1932	1932	2.0	0	0	Chord	4/2	6	1	1/2	1/2	1	2266	Sol									
239	239	1934	1934	1.0	1/2	1/2	Chord	4/2	6	1	1/4	1/4	1	2267	d'og-									
239	239	1935	1935	0.5	3/4	3/4	Chord	4/2	6	1	1/8	1/8	1	2268	-ni									
239	239	3871/2	3871/2	0.5	7/8	7/8	Chord	4/2	6	1	1/8	1/8	1	2269	be-									
239	239	1936	1936	1.0	1	1	Chord	4/2	6	1	1/4	1/4	1	2270	-le-									
239	239	1937	1937	1.0	5/4	5/4	Chord	4/2	6	1	1/4	1/4	1	2271	-zza									
239	239	1938	1938	2.0	3/2	3/2	Chord	4/2	6	1	1/2	1/2	1	2272	fper-									
239	239	1932	1932	4.0	0	0	Chord	4/2	21	1	1	1	1	2273										
239	239	1936	1936	1.0	1	1	Chord	4/2	21	1	1/4	1/4	1	2274										
239	239	1937	1937	1.0	5/4	5/4	Chord	4/2	21	1	1/4	1/4	1	2275										
239	239	1938	1938	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	7	
239	239	1938	1938	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2276										
239	239	1939	1939	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	6	
240	240	1940	1940	2.0	0	0	Chord	4/2	6	1	1/2	1/2	1	2277	-to									
240	240	1943	1943	1.0	3/4	3/4	Chord	4/2	8	1	1/4	1/4	1	2278	Bel									
240	240	1944	1944	2.0	1	1	Chord	4/2	8	1	1/2	1/2	1	2279	di-									
240	240	3893/2	3893/2	0.5	13/8	13/8	Chord	4/2	8	1	1/8	1/8	1	2280	-ch'in									
240	240	1947	1947	0.5	7/4	7/4	Chord	4/2	8	1	1/8	1/8	1	2281	ful									
240	240	3895/2	3895/2	0.5	15/8	15/8	Chord	4/2	8	1	1/8	1/8	1	2282	ma-									
240	240	1940	1940	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
240	240	1940	1940	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2283										
240	240	1942	1942	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
240	240	1942	1942	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2284										
240	240	1944	1944	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	2285										
240	240	1946	1946	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2286										
241	241	1948	1948	1.5	0	0	Chord	4/2	8	1	3/8	1/4	3/2	2287	-ttin									
241	241	3899/2	3899/2	0.5	3/8	3/8	Chord	4/2	8	1	1/8	1/8	1	2288	fi									
241	241	1950	1950	1.5	1/2	1/2	Chord	4/2	8	1	3/8	1/4	3/2	2289	liero									
241	241	3903/2	3903/2	0.5	7/8	7/8	Chord	4/2	8	1	1/8	1/8	1	2290	ap-									
241	241	1952	1952	2.0	1	1	Chord	4/2	8	1	1/2	1/2	1	2291	-rif-									
241	241	1954	1954	2.0	3/2	3/2	Chord	4/2	8	1	1/2	1/2	1	2292	-ti									
241	241	1948	1948	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2293										
241	241	1950	1950	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	b	
241	241	1950	1950	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2294										
241	241	1952	1952	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
241	241	1952	1952	4.0	1	1	Chord	4/2	21	1	1	1	1	2295										
242	242	1956	1956	1.0	0	0	Chord	4/2	8	1	1/4	1/4	1	2296	def									
242	242	1957	1957	0.5	1/4	1/4	Chord	4/2	8	1	1/8	1/8	1	2297	com									
242	242	3915/2	3915/2	0.5	3/8	3/8	Chord	4/2	8	1	1/8	1/8	1	2298	a-									
242	242	1958	1958	1.5	1/2	1/2	Chord	4/2	8	1	3/8	1/4	3/2	2299	-uan-									
242	242	3919/2	3919/2	0.5	7/8	7/8	Chord	4/2	8	1	1/8	1/8	1	2300	-ti									
242	242	1960	1960	2.0	1	1	Chord	4/2	8	1	1/2	1/2	1	2301	fe-									
242	242	1962	1962	2.0	3/2	3/2	Chord	4/2	8	1	1/2	1/2	1	2302	-ra									
242	242	1956	1956	0.0	0	0	FiguredBass	4/2	21	1	0											3/4	#	
242	242	1956	1956	3.0	0	0	Chord	4/2	21	1	3/4	1/2	3/2	2303										
242	242	1959	1959	0.0	3/4	3/4	FiguredBass	4/2	21	1	0											1/4	6	
242	242	1959	1959	1.0	3/4	3/4	Chord	4/2	21	1	1/4	1/4	1	2304										
242	242	1960	1960	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	4	
242	242	1960	1960	4.0	1	1	Chord	4/2	21	1	1	1	1	2305										
242	242	1962	1962	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	3	
243	243	1964	1964	1.0	0	0	Chord	4/2	8	1	1/4	1/4	1	2306	Nu-									
243	243	1965	1965	0.5	1/4	1/4	Chord	4/2	8	1	1/8	1/8	1	2307	-be									
243	243	3931/2	3931/2	0.5	3/8	3/8	Chord	4/2	8	1	1/8	1/8	1	2308	di									
243	243	1966	1966	0.75	1/2	1/2	Chord	4/2	8	1	3/16	1/8	3/2	2309	duol									
243	243	7867/4	7867/4	0.25	11/16	11/16	Chord	4/2	8	1	1/16	1/16	1	2310	t'a-									
243	243	1967	1967	1.0	3/4	3/4	Chord	4/2	8	1	1/4	1/4	1	2311	-dom									
243	243	1968	1968	1.0	1	1	Chord	4/2	8	1	1/4	1/4	1	2312										
243	243	1969	1969	1.0	5/4	5/4	Chord	4/2	8	1	1/4	1/4	1	2313	br'o-									
243	243	1970	1970	1.0	3/2	3/2	Chord	4/2	8	1	1/4	1/4	1	2314	-feu									
243	243	3943/2	3943/2	0.5	15/8	15/8	Chord	4/2	8	1	1/8	1/8	1	2315	ra,e									
243	243	1964	1964	4.0	0	0	Chord	4/2	21	1	1	1	1	2316										
243	243	1968	1968	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
243	243	1968	1968	4.0	1	1	Chord	4/2	21	1	1	1	1	2317										
244	244	1972	1972	2.0	0	0	Chord	4/2	8	1	1/2	1/2	1	2318	ne-									
244	244	1974	1974	1.0	1/2	1/2	Chord	4/2	8	1	1/4	1/4	1	2319	-ra									
244	244	1976	1976	1.0	1	1	Chord	4/2	8	1	1/4	1/4	1	2320	O									
244	244	1977	1977	1.0	5/4	5/4	Chord	4/2	8	1	1/4	1/4	1	2321	gio-									
244	244	1978	1978	1.0	3/2	3/2	Chord	4/2	8	1	1/4	1/4	1	2322	-ie									
244	244	3959/2	3959/2	0.5	15/8	15/8	Chord	4/2	8	1	1/8	1/8	1	2323	o									
244	244	1972	1972	0.0	0	0	FiguredBass	4/2	21	1	0											2	#	
244	244	1972	1972	8.0	0	0	Chord	4/2	21	1	2	2	1	2324										
245	245	1980	1980	3.0	0	0	Chord	4/2	8	1	3/4	1/2	3/2	2325	ri									
245	245	1983	1983	1.0	3/4	3/4	Chord	4/2	8	1	1/4	1/4	1	2326	fi,o									
245	245	1984	1984	2.0	1	1	Chord	4/2	8	1	1/2	1/2	1	2327	can-									
245	245	1986	1986	2.0	3/2	3/2	Chord	4/2	8	1	1/2	1/2	1	2328	-ti									
245	245	1980	1980	4.0	0	0	Chord	4/2	21	1	1	1	1	2329										
245	245	1984	1984	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
245	245	1984	1984	4.0	1	1	Chord	4/2	21	1	1	1	1	2330										
246	246	1988	1988	1.0	0	0	Chord	4/2	8	1	1/4	1/4	1	2331	Fa-									
246	246	1989	1989	0.5	1/4	1/4	Chord	4/2	8	1	1/8	1/8	1	2332	-tti									
246	246	3979/2	3979/2	0.5	3/8	3/8	Chord	4/2	8	1	1/8	1/8	1	2333	que-									
246	246	1990	1990	1.5	1/2	1/2	Chord	4/2	8	1	3/8	1/4	3/2	2334	-rele,									
246	246	3983/2	3983/2	0.5	7/8	7/8	Chord	4/2	8	1	1/8	1/8	1	2335	e									
246	246	1992	1992	2.0	1	1	Chord	4/2	8	1	1/2	1/2	1	2336	pian-									
246	246	1994	1994	1.0	3/2	3/2	Chord	4/2	8	1	1/4	1/4	1	2337	-ti									
246	246	1995	1995	1.0	7/4	7/4	Chord	4/2	18	1	1/4	1/4	1	2338	O									
246	246	1988	1988	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	2339										
246	246	1990	1990	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/4	8	
246	246	1990	1990	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	2340										
246	246	1991	1991	0.0	3/4	3/4	FiguredBass	4/2	21	1	0											1/4	7	
246	246	1992	1992	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	4	
246	246	1992	1992	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	2341										
246	246	1994	1994	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	#3	
246	246	1994	1994	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	2342										
247	247	1996	1996	1.5	0	0	Chord	4/2	18	1	3/8	1/4	3/2	2343	voi									
247	247	3995/2	3995/2	0.5	3/8	3/8	Chord	4/2	18	1	1/8	1/8	1	2344	co-									
247	247	1998	1998	1.5	1/2	1/2	Chord	4/2	18	1	3/8	1/4	3/2	2345	-can-									
247	247	3999/2	3999/2	0.5	7/8	7/8	Chord	4/2	18	1	1/8	1/8	1	2346	-toal									
247	247	2000	2000	2.0	1	1	Chord	4/2	18	1	1/2	1/2	1	2347	te-									
247	247	2002	2002	1.0	3/2	3/2	Chord	4/2	18	1	1/4	1/4	1	2348	-ri									
247	247	2003	2003	1.0	7/4	7/4	Chord	4/2	18	1	1/4	1/4	1	2349	Per-									
247	247	1996	1996	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
247	247	1996	1996	4.0	0	0	Chord	4/2	21	1	1	1	1	2350										
247	247	2000	2000	0.0	1	1	FiguredBass	4/2	21	1	0											2	#	
247	247	2000	2000	4.0	1	1	Chord	4/2	21	1	1	1	1	2351										
248	248	2004	2004	2.0	0	0	Chord	4/2	18	1	1/2	1/2	1	2352	-fior									
248	248	2006	2006	0.5	1/2	1/2	Chord	4/2	18	1	1/8	1/8	1	2353										
248	248	4013/2	4013/2	0.5	5/8	5/8	Chord	4/2	18	1	1/8	1/8	1	2354	di-									
248	248	2007	2007	0.5	3/4	3/4	Chord	4/2	18	1	1/8	1/8	1	2355	-giou-									
248	248	4015/2	4015/2	0.5	7/8	7/8	Chord	4/2	18	1	1/8	1/8	1	2356	-ui									
248	248	2008	2008	2.0	1	1	Chord	4/2	18	1	1/2	1/2	1	2357	ne-									
248	248	2010	2010	1.0	3/2	3/2	Chord	4/2	18	1	1/4	1/4	1	2358	-zza									
248	248	2011	2011	1.0	7/4	7/4	Chord	4/2	18	1	1/4	1/4	1	2359	E									
248	248	2004	2004	4.0	0	0	Chord	4/2	21	1	1	1	1	2360										
248	248	2008	2008	4.0	1	1	Chord	4/2	21	1	1	1	1	2361										
249	249	2012	2012	2.0	0	0	Chord	4/2	18	1	1/2	1/2	1	2362	voi									
249	249	2014	2014	0.5	1/2	1/2	Chord	4/2	18	1	1/8	1/8	1	2363										
249	249	4029/2	4029/2	0.5	5/8	5/8	Chord	4/2	18	1	1/8	1/8	1	2364	che									
249	249	2015	2015	0.5	3/4	3/4	Chord	4/2	18	1	1/8	1/8	1	2365	di									
